Date MM/DD/YYYY,Station Number,Depth [meters],Discrete Chlorophyll [mg/m3],Chlorophyll a/a+PHA,Fluorescence [volts],Calculated Chlorophyll [mg/m3],Discrete Oxygen [mg/L],Oxygen Electrode Output [volts],Oxygen Saturation,Calculated Oxygen [mg/L],Discrete SPM [mg/L],Optical Backscatter [volts],Calculated SPM [mg/L],Measured Extinction Coefficient [per meter],Salinity [psu],Temperature [°C],Nitrite [µM],Nitrate + Nitrite [µM],Ammonium [µM],Phosphate [µM],Silicate [µM],Coordinates
2014-01-14,21.0,3,,,0.2,2.6,,8,87.0,7.9,,0.29,16,,30.9,10.95,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,4,,,0.2,2.5,,7.9,87.0,7.9,,0.31,17,,30.97,10.96,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,5,,,0.19,2.5,,7.9,87.0,7.9,,0.33,17,,31.18,11,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,6,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.29,11.02,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,7,,,0.19,2.4,,7.9,87.0,7.8,,0.3,17,,31.31,11.02,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,8,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.32,11.02,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,9,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.31,11.02,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,10,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.33,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,11,,,0.18,2.3,,7.9,87.0,7.8,,0.31,17,,31.33,11.02,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,12,,,0.18,2.3,,7.9,87.0,7.8,,0.31,17,,31.34,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,13,,,0.18,2.3,,7.9,86.0,7.8,,0.3,17,,31.34,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,14,,,0.18,2.4,,7.9,86.0,7.8,,0.31,17,,31.35,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,15,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.35,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,16,,,0.19,2.4,,7.9,87.0,7.8,,0.31,17,,31.35,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,17,,,0.18,2.4,,7.9,87.0,7.8,,0.32,17,,31.36,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,18,,,0.19,2.4,,7.9,87.0,7.8,,0.33,17,,31.36,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,21.0,19,2.9,0.71,0.18,2.3,,7.8,86.0,7.8,13.8,0.33,17,,31.36,11.03,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-01-14,20.0,2,,,0.17,2.2,,7.8,86.0,7.7,,0.29,8,0.87,31.9,11.13,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,3,,,0.17,2.3,,7.8,86.0,7.7,,0.29,9,,31.9,11.12,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,4,,,0.18,2.3,,7.7,86.0,7.7,,0.32,9,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,5,,,0.17,2.3,,7.7,86.0,7.7,,0.33,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,6,,,0.17,2.3,,7.7,86.0,7.7,,0.35,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,7,,,0.18,2.3,,7.7,86.0,7.7,,0.34,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,8,,,0.18,2.3,,7.7,86.0,7.7,,0.35,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,9,,,0.18,2.3,,7.7,86.0,7.7,,0.35,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,10,,,0.18,2.3,,7.7,86.0,7.7,,0.35,10,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,11,,,0.17,2.2,,7.7,86.0,7.7,,0.36,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,12,,,0.17,2.2,,7.7,86.0,7.7,,0.37,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,13,,,0.17,2.2,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,14,,,0.18,2.3,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,15,,,0.18,2.3,,7.7,86.0,7.7,,0.37,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,16,,,0.18,2.3,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,17,,,0.18,2.3,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,18,,,0.17,2.3,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,19,,,0.18,2.3,,7.7,86.0,7.7,,0.37,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,20,,,0.18,2.3,,7.7,86.0,7.7,,0.37,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,21,,,0.17,2.3,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,22,,,0.17,2.2,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,23,,,0.17,2.2,,7.7,86.0,7.7,,0.38,11,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,24,,,0.18,2.3,,7.7,86.0,7.7,,0.39,12,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,25,,,0.18,2.3,,7.7,86.0,7.7,,0.4,12,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,26,,,0.18,2.3,,7.7,86.0,7.7,,0.39,12,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,27,,,0.18,2.3,,7.7,86.0,7.7,,0.4,12,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,28,,,0.18,2.3,,7.8,86.0,7.7,,0.4,12,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,29,,,0.19,2.4,,7.8,86.0,7.7,,0.42,13,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,20.0,30,,,0.19,2.4,,7.7,86.0,7.7,,0.46,14,,31.9,11.11,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-01-14,18.0,1,,,0.17,2.5,,7.6,84.0,7.6,,0.35,12,0.91,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,2,2.9,0.63,0.17,2.5,7.5,7.6,84.0,7.6,14.7,0.35,12,,32,11.14,0.46,11.16,4.91,1.71,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,3,,,0.19,2.6,,7.6,84.0,7.6,,0.38,13,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,4,,,0.2,2.7,,7.6,84.0,7.6,,0.39,13,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,5,,,0.2,2.7,,7.6,84.0,7.6,,0.41,14,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,6,,,0.2,2.7,,7.6,84.0,7.6,,0.4,13,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,7,,,0.2,2.7,,7.6,84.0,7.6,,0.44,14,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,8,,,0.2,2.7,,7.6,84.0,7.6,,0.47,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,9,,,0.2,2.7,,7.6,84.0,7.5,,0.47,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,10,,,0.2,2.8,,7.6,84.0,7.5,,0.46,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,11,,,0.2,2.8,,7.6,84.0,7.5,,0.48,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,12,,,0.2,2.8,,7.6,84.0,7.6,,0.49,16,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,13,,,0.2,2.7,,7.6,84.0,7.6,,0.45,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,14,,,0.2,2.7,,7.6,84.0,7.6,,0.43,14,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,15,,,0.2,2.8,,7.6,84.0,7.6,,0.44,14,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,16,,,0.2,2.7,,7.6,84.0,7.6,,0.45,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,17,,,0.2,2.7,,7.6,84.0,7.6,,0.48,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,18,,,0.2,2.8,,7.6,84.0,7.5,,0.47,15,,32,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,19,,,0.21,2.8,,7.6,84.0,7.5,,0.46,15,,32.01,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,20,,,0.21,2.8,,7.6,84.0,7.5,,0.47,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,21,,,0.2,2.8,,7.6,84.0,7.5,,0.46,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,22,,,0.2,2.8,,7.6,84.0,7.5,,0.47,15,,32.01,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,23,,,0.2,2.8,,7.6,84.0,7.5,,0.46,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,24,,,0.2,2.8,,7.6,84.0,7.5,,0.47,15,,32.03,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,25,,,0.2,2.7,,7.6,84.0,7.5,,0.46,15,,32.03,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,26,,,0.2,2.8,,7.6,84.0,7.5,,0.47,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,27,,,0.2,2.8,,7.6,84.0,7.5,,0.48,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,28,,,0.2,2.8,,7.6,84.0,7.6,,0.46,15,,32.02,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,29,,,0.2,2.7,,7.6,84.0,7.5,,0.46,15,,32.01,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,30,,,0.2,2.8,,7.6,84.0,7.5,,0.46,15,,32.03,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,31,,,0.2,2.7,,7.6,84.0,7.5,,0.47,15,,32.05,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,32,,,0.2,2.7,,7.6,84.0,7.5,,0.45,15,,32.06,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,33,,,0.2,2.7,,7.6,84.0,7.5,,0.44,14,,32.06,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,34,,,0.2,2.7,,7.6,84.0,7.5,,0.45,15,,32.06,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,35,2.9,0.51,0.2,2.7,,7.6,84.0,7.5,22.6,0.45,15,,32.06,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,36,,,0.2,2.7,,7.6,84.0,7.6,,0.45,15,,32.06,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,37,,,0.2,2.7,,7.6,84.0,7.6,,0.44,14,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,38,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,39,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,40,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,41,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,42,,,0.2,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,43,,,0.2,2.7,,7.6,84.0,7.6,,0.44,14,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,44,,,0.2,2.7,,7.6,84.0,7.6,,0.46,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,45,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,46,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,18.0,47,,,0.19,2.7,,7.6,84.0,7.6,,0.45,15,,32.07,11.14,,,,,,"(""37  50.8'"", ""-122 25.3'"")"
2014-01-14,17.0,1,,,0.17,2.5,,8.1,89.0,8.1,,0.21,9,0.77,30.97,10.94,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,2,2.5,0.87,0.17,2.5,,8.1,89.0,8.1,,0.21,9,,30.97,10.94,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,3,,,0.18,2.5,,8.1,89.0,8,,0.21,9,,30.97,10.93,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,4,,,0.19,2.6,,8.1,88.0,8,,0.21,9,,31.05,10.93,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,5,,,0.19,2.7,,8,88.0,8,,0.22,9,,31.21,10.97,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,6,,,0.19,2.7,,8,88.0,7.9,,0.22,9,,31.37,11.01,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,7,,,0.19,2.6,,7.9,87.0,7.8,,0.24,10,,31.49,11.03,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,8,,,0.18,2.6,,7.8,86.0,7.7,,0.27,10,,31.76,11.09,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,9,,,0.19,2.6,,7.8,86.0,7.7,,0.32,11,,31.85,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,10,,,0.19,2.7,,7.8,86.0,7.7,,0.4,13,,31.86,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,11,,,0.19,2.7,,7.8,86.0,7.7,,0.54,17,,31.86,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,12,,,0.2,2.7,,7.7,86.0,7.7,,0.61,19,,31.85,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,13,,,0.2,2.7,,7.8,86.0,7.7,,0.69,20,,31.85,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,14,,,0.2,2.7,,7.8,86.0,7.7,,0.71,21,,31.85,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,17.0,15,,,0.2,2.7,,7.8,86.0,7.7,,0.72,21,,31.85,11.1,,,,,,"(""37  52.7'"", ""-122 25.3'"")"
2014-01-14,16.0,1,,,0.2,2.8,,7.9,87.0,7.8,,0.28,11,0.83,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,2,,,0.2,2.8,,7.9,87.0,7.8,,0.32,11,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,3,,,0.19,2.7,,7.9,87.0,7.8,,0.32,11,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,4,,,0.19,2.7,,7.9,87.0,7.8,,0.33,12,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,5,,,0.19,2.7,,7.9,87.0,7.8,,0.32,11,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,6,,,0.19,2.7,,7.9,87.0,7.8,,0.32,11,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,7,,,0.2,2.7,,7.9,87.0,7.8,,0.32,11,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,8,,,0.2,2.7,,7.9,87.0,7.8,,0.32,12,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,9,,,0.2,2.7,,7.9,87.0,7.8,,0.33,12,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,10,,,0.19,2.7,,7.9,87.0,7.8,,0.33,12,,31.34,11.03,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,11,,,0.19,2.7,,7.9,87.0,7.8,,0.33,12,,31.34,11.02,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,12,,,0.2,2.7,,7.9,87.0,7.8,,0.33,12,,31.34,11.02,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,13,,,0.2,2.7,,7.9,87.0,7.8,,0.34,12,,31.34,11.02,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,14,,,0.2,2.7,,7.9,87.0,7.8,,0.34,12,,31.34,11.02,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,16.0,15,,,0.2,2.7,,7.9,87.0,7.8,,0.35,12,,31.34,11.02,,,,,,"(""37  55.0'"", ""-122 26.8'"")"
2014-01-14,15.0,1,,,0.18,2.6,,8.4,90.0,8.4,,0.25,10,0.69,28.4,10.74,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,2,2.6,0.96,0.18,2.6,8.2,8.4,90.0,8.3,7.6,0.24,9,,28.68,10.73,0.91,26.71,7.52,2.77,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,3,,,0.19,2.7,,8.3,90.0,8.3,,0.24,9,,29.04,10.74,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,4,,,0.2,2.8,,8.2,89.0,8.1,,0.24,10,,30.2,10.84,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,5,,,0.21,2.8,,8.1,88.0,8,,0.26,10,,30.45,10.88,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,6,,,0.2,2.8,,8.1,88.0,8,,0.3,11,,30.52,10.9,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,7,,,0.2,2.7,,8.1,88.0,8,,0.33,12,,30.57,10.91,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,8,,,0.19,2.7,,8.1,88.0,8,,0.35,12,,30.6,10.92,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,9,,,0.19,2.7,,8,88.0,8,,0.37,13,,30.64,10.92,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,10,,,0.19,2.7,,8,88.0,8,,0.37,13,,30.68,10.93,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,11,,,0.19,2.7,,8,88.0,7.9,,0.39,13,,30.74,10.94,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,12,,,0.2,2.7,,8,87.0,7.9,,0.46,15,,30.75,10.95,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,13,,,0.2,2.8,,8,87.0,7.9,,0.5,16,,30.77,10.95,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,14,,,0.21,2.8,,8,87.0,7.9,,0.58,18,,30.78,10.95,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,15,,,0.21,2.8,,8,87.0,7.9,,0.61,19,,30.78,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,16,,,0.21,2.8,,8,87.0,7.9,,0.63,19,,30.79,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,17,,,0.21,2.8,,8,87.0,7.9,,0.66,20,,30.79,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,18,,,0.21,2.9,,8,87.0,7.9,,0.67,20,,30.8,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,19,,,0.22,2.9,,8,87.0,7.9,,0.72,21,,30.8,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,20,,,0.22,2.9,,7.9,87.0,7.9,,0.75,22,,30.81,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,21,,,0.22,2.9,,8,87.0,7.9,,0.88,25,,30.81,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,22,,,0.23,3,,8,87.0,7.9,,0.92,26,,30.8,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,23,,,0.24,3,,8,87.0,7.9,,1,28,,30.81,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,24,,,0.24,3.1,,8,87.0,7.9,,1.03,29,,30.81,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,15.0,25,3.5,0.46,0.25,3.1,,7.9,87.0,7.9,,1.06,30,,30.8,10.96,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2014-01-14,14.0,1,,,0.16,2.4,,8.5,91.0,8.4,,0.24,10,0.81,28.18,10.95,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,2,,,0.16,2.4,,8.3,89.0,8.2,,0.25,10,,29.09,10.85,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,3,,,0.18,2.6,,8.2,89.0,8.2,,0.28,10,,29.51,10.82,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,4,,,0.19,2.7,,8.2,89.0,8.1,,0.31,11,,29.62,10.82,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,5,,,0.19,2.7,,8.2,88.0,8.1,,0.34,12,,29.68,10.83,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,6,,,0.19,2.6,,8.1,88.0,8.1,,0.38,13,,29.71,10.83,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,7,,,0.18,2.6,,8.1,88.0,8.1,,0.4,13,,29.75,10.83,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,8,,,0.18,2.6,,8.1,88.0,8.1,,0.43,14,,29.77,10.83,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,9,,,0.17,2.5,,8.1,88.0,8.1,,0.44,14,,29.78,10.83,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,10,,,0.17,2.5,,8.1,88.0,8,,0.45,15,,29.79,10.84,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,11,,,0.18,2.6,,8.1,88.0,8,,0.47,15,,29.79,10.84,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,12,,,0.18,2.6,,8.1,88.0,8,,0.51,16,,29.79,10.84,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,13,,,0.18,2.6,,8.1,88.0,8,,0.51,16,,29.79,10.84,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,14,,,0.18,2.6,,8.1,88.0,8,,0.51,16,,29.79,10.84,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,15,,,0.18,2.6,,8.1,88.0,8,,0.51,16,,29.79,10.85,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,16,,,0.19,2.6,,8.1,88.0,8,,0.53,17,,29.79,10.85,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,14.0,17,,,0.19,2.6,,8.1,88.0,8,,0.55,17,,29.79,10.85,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2014-01-14,13.0,1,,,0.17,2.5,,8.4,91.0,8.3,,0.28,10,0.86,28.61,11.07,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2014-01-14,13.0,2,2.4,0.89,0.17,2.5,8.4,8.3,90.0,8.2,7,0.29,11,,28.75,11.02,0.96,26.42,6.54,2.71,,"(""38  1.7'"", ""-122 22.2'"")"
2014-01-14,13.0,3,,,0.19,2.6,,8.3,89.0,8.2,,0.3,11,,28.95,10.94,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2014-01-14,13.0,4,,,0.21,2.8,,8.2,89.0,8.2,,0.39,13,,29.06,10.9,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
